640 12800
-288 -546 579 
581 -559 227 
-293 -209 -247 
-291 -55 -636 
103 170 -283 
539 -516 177 
-599 -438 -632 
-301 204 -429 
307 460 -34 
307 -568 -81 
450 -613 246 
186 606 -45 
-70 -338 -380 
-279 522 579 
-136 517 -330 
626 -451 483 
-356 -435 98 
15 620 -315 
109 -489 345 
228 513 -599 
-249 388 -104 
388 455 -562 
321 -166 24 
-216 92 -459 
498 122 304 
406 575 631 
-384 603 453 
-613 111 -330 
48 618 200 
-525 -357 42 
402 9 153 
-571 228 304 
143 175 264 
-363 -313 -376 
-89 410 492 
354 116 -508 
549 -162 369 
-33 577 474 
197 -625 -123 
-207 -363 504 
-437 535 218 
109 354 413 
606 53 -54 
418 37 102 
-511 450 400 
-515 -265 109 
-599 221 329 
143 275 455 
163 110 -394 
-212 -280 204 
469 -115 502 
577 574 379 
-629 455 581 
500 -33 -589 
341 319 8 
225 460 144 
310 -562 -155 
470 -386 186 
474 269 -278 
129 436 345 
342 -70 -205 
-105 18 469 
530 -137 514 
-73 -314 -85 
-194 -229 -560 
-479 -578 556 
-206 -238 195 
-158 218 600 
600 -370 -272 
122 149 38 
-54 -509 -173 
24 -278 -338 
502 -640 365 
388 -537 -422 
353 324 596 
-445 471 184 
-316 304 -421 
-475 -434 259 
-621 418 -131 
-465 60 -22 
-137 442 527 
322 -262 630 
156 497 590 
-613 539 -55 
60 -508 527 
-359 4 -486 
-217 -140 -336 
639 -58 396 
276 125 -619 
260 208 253 
-108 -58 220 
617 -202 471 
-58 -222 245 
327 -486 -288 
80 -251 401 
264 42 628 
582 -347 112 
-77 443 -399 
352 97 626 
-86 379 -495 
620 -619 354 
556 530 527 
-189 2 -340 
408 225 -68 
318 -244 -106 
254 -592 -552 
-486 318 410 
79 -356 587 
358 588 -528 
-174 127 -331 
-291 618 -560 
446 343 611 
-61 480 72 
-604 -359 579 
484 -180 -89 
-263 -411 345 
18 -187 276 
496 282 371 
-47 -236 339 
175 78 627 
-171 -340 233 
558 -235 413 
-415 -46 327 
-223 -534 -311 
425 -17 352 
295 252 -61 
-222 -629 563 
264 -223 -268 
-376 396 -308 
-320 -217 -93 
-108 186 432 
-179 -529 -526 
523 -290 374 
462 484 -47 
-181 590 144 
580 523 147 
-174 -636 -528 
583 -459 -235 
414 477 153 
-561 -332 170 
-158 -621 396 
554 -323 497 
535 219 -222 
297 -486 493 
396 -316 498 
-459 -154 343 
15 15 -34 
458 507 523 
18 -605 186 
42 215 -27 
219 -386 87 
413 -13 -420 
-595 190 -567 
102 -44 513 
-173 112 377 
588 -316 -511 
-106 506 16 
401 -332 -164 
-564 -83 628 
620 364 -614 
-179 -320 -586 
-486 -63 248 
277 175 -211 
450 296 -89 
335 -562 -86 
444 -209 410 
215 -316 -266 
350 252 390 
-22 565 -126 
-164 611 7 
-118 18 234 
474 388 48 
-187 -119 588 
-203 498 -357 
215 -576 464 
167 -288 -86 
324 -266 -536 
425 321 197 
-152 307 610 
510 364 507 
365 -622 405 
-52 -330 -176 
-265 524 600 
109 -82 32 
318 414 602 
593 -624 -240 
-635 -320 392 
-214 109 219 
524 127 -475 
-43 342 7 
-229 219 364 
522 160 -146 
360 -214 492 
312 -503 297 
531 -54 132 
-283 442 -271 
-238 76 200 
243 91 -387 
-1 -21 30 
114 539 -88 
-404 -283 639 
91 403 -31 
-151 -585 565 
-309 159 352 
111 299 409 
200 -191 -629 
245 226 269 
514 -293 -323 
369 51 99 
405 -293 -431 
91 -26 397 
-172 -578 252 
69 -489 342 
-562 -399 -77 
-438 -340 601 
42 430 -346 
299 116 575 
593 111 80 
-340 -503 630 
-448 -270 361 
-141 -551 -284 
79 402 518 
-251 -313 -534 
299 -199 -638 
542 389 -268 
-370 -173 -171 
-505 530 -27 
213 327 220 
-347 -131 -207 
-546 480 -337 
-604 485 593 
-165 -315 -550 
-289 159 476 
127 -551 468 
87 32 -137 
-155 -176 -50 
504 -553 500 
-637 -372 -157 
430 -367 374 
389 -191 -320 
328 248 579 
580 49 49 
-165 -553 -337 
-73 -534 37 
442 277 455 
-490 477 557 
-595 -384 215 
580 114 447 
253 374 -609 
476 -494 41 
590 -434 446 
71 276 -512 
-490 611 373 
-591 410 -609 
-615 -429 -516 
566 -622 125 
134 -440 -363 
344 -162 -301 
-136 254 408 
87 -85 233 
343 213 -505 
101 -544 -130 
252 557 373 
474 -551 -27 
354 -82 18 
103 -415 -407 
455 601 329 
-265 51 -85 
355 545 273 
259 -290 296 
322 -65 -148 
397 -176 -199 
-609 -537 471 
413 -44 -209 
18 402 377 
-568 -211 -538 
426 -488 -183 
42 627 342 
492 111 -59 
602 6 343 
-29 -316 -179 
-247 -619 -22 
295 -451 -412 
328 -54 -331 
-217 -567 257 
145 -290 -222 
-599 150 -193 
-294 -288 499 
-301 -636 329 
-552 -199 91 
-544 -619 -271 
-94 539 -107 
-13 402 377 
35 129 12 
-34 -230 -638 
167 -491 246 
133 264 241 
602 122 90 
-130 -386 449 
-384 156 -394 
133 -537 628 
-61 307 -118 
539 91 348 
98 91 69 
-336 -367 558 
-438 470 -255 
322 -77 -394 
-505 306 -391 
72 -115 228 
159 -404 35 
4 257 -546 
310 361 -28 
-616 -164 530 
-559 554 506 
-148 606 277 
444 -551 -115 
-553 -256 -165 
-508 487 335 
-278 -614 556 
258 5 198 
378 -555 -512 
410 -236 -294 
461 517 -467 
-136 378 98 
-240 232 -638 
197 464 -214 
-130 464 -622 
597 587 -615 
-67 -434 -81 
-467 -427 125 
-151 163 469 
-34 447 350 
-77 590 519 
-105 545 -104 
226 -491 393 
-320 -488 -308 
-119 572 403 
600 57 228 
-23 -272 139 
277 -154 -26 
-528 393 170 
110 20 303 
20 -106 -93 
-636 78 -88 
99 -70 610 
-472 178 -384 
-106 628 -222 
-237 -283 487 
345 -407 392 
-440 -265 476 
197 102 233 
-457 628 41 
389 -428 -538 
403 543 144 
-46 575 -284 
-569 497 627 
-578 -363 112 
186 -43 -157 
-155 -349 -548 
-472 318 -490 
487 -250 -311 
226 303 -407 
487 51 12 
-376 -370 -268 
-136 -230 138 
-551 -118 601 
-316 -223 -466 
-270 18 -490 
383 581 -599 
79 593 -119 
317 -384 72 
-466 96 497 
18 -29 276 
500 341 -290 
20 -589 -423 
325 -568 103 
6 -467 -50 
74 276 76 
531 530 527 
358 -59 -435 
-3 -314 542 
102 343 -619 
-553 -155 450 
510 -157 132 
-75 -290 170 
260 312 -459 
590 -119 -262 
-465 -13 -67 
397 -136 389 
92 361 -337 
498 481 312 
360 245 -591 
354 -599 -633 
-357 -255 447 
382 -323 -380 
377 7 318 
-59 241 -268 
-17 -209 -609 
-61 405 -482 
-88 343 -488 
519 -65 389 
-169 -128 533 
-105 -320 -263 
487 -435 524 
447 483 -286 
-623 -332 556 
241 -576 36 
-104 -209 215 
-623 -34 -564 
57 510 -394 
522 -272 -356 
-291 565 239 
-486 225 -146 
-113 -553 114 
-633 197 -323 
-456 -346 377 
-448 -266 80 
-280 -368 426 
353 5 565 
364 369 -438 
565 49 -586 
-256 6 122 
351 577 2 
116 -599 -491 
-222 117 -564 
-199 -300 -607 
-370 -202 -347 
-508 -534 -595 
-532 -467 -207 
317 -107 355 
51 -553 -172 
-605 450 -285 
-207 -490 450 
403 524 100 
558 -188 617 
221 -174 145 
522 -586 -84 
117 390 -31 
392 208 455 
-235 -346 96 
-457 476 518 
178 24 481 
317 364 409 
620 -247 584 
204 -564 297 
-180 554 -615 
-552 -613 -214 
382 -137 517 
579 -66 -636 
-624 593 -148 
-83 260 335 
-553 -17 484 
-448 112 -633 
-372 535 210 
132 91 -595 
175 -22 -452 
373 124 500 
87 430 185 
-330 -119 225 
-308 324 -452 
432 -412 190 
190 -482 -614 
274 246 458 
-128 124 182 
580 248 -370 
-624 -61 -238 
-404 -571 -168 
436 -82 354 
326 -209 -404 
-188 14 324 
277 -23 5 
7 142 98 
-638 -616 471 
-128 -267 -467 
264 -154 -567 
-211 -508 -309 
-452 -148 295 
-81 630 -46 
275 -65 -270 
-466 343 76 
-21 257 -52 
-131 -528 -216 
-235 -422 590 
527 351 593 
335 48 371 
42 307 317 
296 299 -330 
-199 436 -22 
76 100 -214 
-70 239 400 
-559 414 584 
507 -427 8 
-81 260 -238 
-288 261 -632 
-88 161 -191 
-183 -31 274 
-512 30 -137 
225 -187 160 
365 24 198 
221 120 527 
501 4 517 
-266 334 -231 
-340 324 200 
282 -625 72 
201 580 542 
403 92 321 
-207 4 96 
-467 -280 112 
432 -384 -372 
626 -340 425 
156 618 348 
-202 -437 -448 
-209 226 -459 
-285 -637 348 
185 371 -503 
530 558 8 
498 161 -180 
397 634 504 
-404 221 618 
593 307 -412 
-592 -104 522 
12 523 543 
145 -141 -164 
-472 56 436 
627 178 -591 
224 -422 -82 
-445 -203 -164 
-196 248 565 
18 -314 -31 
-372 -137 -315 
101 530 170 
390 6 220 
303 524 634 
639 190 -544 
-17 -58 -105 
175 -115 -55 
-528 575 -155 
-427 502 -333 
-445 -637 78 
53 296 430 
-46 78 -494 
-106 393 -387 
253 57 393 
493 147 -434 
264 -437 504 
406 149 464 
344 125 400 
-267 -528 -330 
579 -52 246 
476 14 -598 
432 388 129 
-46 371 -625 
138 -50 -157 
-538 -196 -205 
4 -309 -420 
-638 -73 225 
-448 -511 -88 
-623 -284 582 
443 -291 56 
-452 -640 -399 
274 71 -445 
-22 545 541 
-86 15 -482 
-255 -174 -289 
-250 245 -589 
-416 -176 74 
-331 296 253 
-512 -106 111 
327 -105 114 
474 175 355 
252 -189 -115 
219 -555 -244 
210 -349 -314 
-230 -27 506 
254 -183 500 
-529 395 127 
504 -236 -162 
-311 556 -158 
-166 477 138 
145 -422 -570 
-368 524 -534 
470 579 -151 
-262 -251 524 
112 160 -214 
-482 -244 -293 
258 485 -172 
-555 -108 178 
-255 -512 -237 
-323 78 -152 
-552 -599 397 
388 -63 295 
220 -287 -43 
419 -194 -333 
253 364 631 
556 -183 -193 
-372 -46 -262 
-416 628 563 
498 -214 -272 
-181 -547 225 
-84 142 -136 
436 219 361 
377 -338 -105 
-441 556 310 
-158 102 41 
-376 513 -203 
160 292 402 
-104 38 -61 
385 292 -217 
-45 608 -33 
319 496 -384 
-172 232 41 
-217 596 -113 
626 575 -168 
133 497 341 
-179 -285 -23 
345 -173 -616 
-59 -278 -192 
-237 -594 233 
-211 -417 149 
360 -614 -86 
388 608 518 
248 583 -131 
-235 163 303 
590 -376 -320 
30 628 378 
-433 74 -77 
-214 -456 -166 
540 -191 -205 
-616 -465 -285 
178 369 -473 
-567 -235 -494 
299 12 -515 
274 611 233 
2 -591 213 
392 498 458 
-135 514 57 
506 95 -640 
628 -39 -288 
-411 401 16 
-148 -223 -45 
-473 535 -452 
299 600 80 
-571 -435 -263 
276 549 390 
-613 198 360 
143 574 -301 
-89 -203 306 
-640 248 496 
16 149 9 
-394 -272 242 
-621 -189 587 
-309 307 6 
-621 -315 253 
7 -404 487 
120 170 -290 
-624 -619 628 
-113 -456 15 
160 110 527 
540 277 -165 
112 -44 213 
-237 -189 -157 
-459 -288 535 
-223 439 -532 
-417 62 264 
558 -52 361 
12 -244 -162 
492 -445 218 
341 253 487 
593 -536 2 
-356 -594 292 
563 258 -536 
90 -632 476 
-330 554 -155 
522 -115 241 
-17 -438 215 
-106 277 439 
98 470 460 
-154 -46 -28 
97 611 628 
-82 400 500 
-586 392 -313 
-268 397 322 
5 -251 450 
343 369 481 
582 -313 96 
60 -265 -384 
-283 150 80 
-482 252 -472 
393 351 -217 
18 71 -26 
-209 328 602 
275 -106 533 
-415 554 -431 
497 539 -293 
-424 -451 78 
170 254 -595 
-63 572 476 
543 -283 -290 
-622 -115 132 
243 524 -422 
167 -206 -194 
542 -238 360 
-157 481 110 
-176 395 -346 
273 303 -391 
-621 -564 -586 
-214 153 99 
-266 -586 -192 
523 -366 584 
-205 -59 -309 
497 -289 -279 
91 -123 406 
12 -614 -176 
-31 175 -283 
-431 583 -65 
-559 25 327 
530 -121 -420 
219 369 409 
-171 -164 -417 
392 -564 444 
182 -187 198 
-467 161 92 
-428 477 -162 
425 -164 556 
-332 117 -340 
464 57 543 
186 401 120 
610 -454 -126 
-157 522 321 
-332 -293 -337 
406 -64 -311 
30 458 -367 
-515 -39 -486 
-433 401 634 
-612 -203 99 
-266 116 -211 
556 -82 292 
-27 98 -399 
260 -55 221 
542 57 574 
198 324 -586 
351 -105 -555 
177 -576 361 
-263 -123 -75 
-337 350 -172 
-494 144 232 
-65 498 353 
-415 -68 -113 
-613 -560 208 
455 120 -164 
-216 481 365 
-68 -598 501 
575 51 -105 
299 -59 -412 
125 -599 -595 
-314 -283 446 
-404 -250 -214 
443 461 -488 
-331 502 -250 
182 210 258 
-515 124 -54 
-637 -363 468 
-516 16 -495 
282 102 274 
-285 -454 -612 
-267 566 -333 
-589 -283 99 
382 -309 -473 
541 277 99 
49 579 360 
-207 -181 353 
374 -63 577 
-26 -503 401 
593 161 208 
-247 -454 48 
483 76 521 
-604 42 -387 
-640 -433 -165 
-332 274 -529 
167 -568 -171 
626 139 -181 
-45 -23 138 
-272 -473 -33 
535 630 329 
221 -452 -640 
-338 -490 159 
543 -331 100 
204 16 254 
161 -40 -356 
274 455 -82 
587 218 227 
-411 -108 -363 
149 -173 631 
392 365 596 
351 492 -526 
-214 -28 -486 
520 -486 32 
501 -46 76 
258 -256 533 
-183 218 -207 
-180 -509 -605 
-44 -415 -349 
139 -106 453 
345 401 186 
248 -43 8 
-568 252 -47 
601 -515 -244 
96 79 -115 
-3 7 62 
-428 -290 24 
-528 -380 453 
436 273 -223 
-115 90 -570 
426 631 -526 
-77 398 -81 
-93 518 -555 
-287 506 -43 
388 -187 -146 
219 109 -478 
618 583 -164 
24 566 -154 
-194 -416 -21 
200 -367 -561 
98 -22 439 
-420 -578 -285 
392 215 90 
-291 -207 -372 
319 122 535 
-294 -424 -165 
-301 -285 -340 
587 132 396 
-191 163 161 
110 -399 -196 
-237 354 -179 
-68 304 -231 
588 233 -249 
-283 -262 -452 
549 519 610 
305 -420 147 
556 -288 365 
522 -407 -222 
-212 379 -207 
-217 142 -67 
365 -271 461 
-435 282 -503 
565 439 297 
-607 -289 -467 
-34 -526 -605 
-130 484 -205 
484 -512 -363 
-308 -559 322 
35 383 -256 
-107 506 414 
-594 -119 -472 
310 -206 469 
116 51 125 
-333 -249 501 
-562 159 -515 
215 501 -569 
318 500 -637 
-538 -415 -152 
-309 -394 -607 
539 -19 -285 
-381 610 -202 
593 409 -346 
-52 -128 639 
418 -179 62 
-615 543 143 
-118 -287 510 
-157 -300 -113 
-26 342 -207 
-183 198 -212 
15 362 603 
177 -564 161 
24 593 393 
-619 -532 -298 
345 -311 -441 
-569 -19 227 
-635 234 471 
-162 -247 -475 
10 220 37 
228 596 375 
-285 233 -123 
114 439 -288 
-412 -192 -240 
-50 -29 -146 
463 -151 224 
-247 545 -77 
-284 299 233 
334 -75 492 
-568 -548 596 
-209 -272 38 
531 163 374 
383 350 282 
-424 -83 -283 
-52 -86 426 
-615 455 590 
530 -386 218 
517 -456 -294 
310 -569 -270 
393 -359 177 
327 -236 232 
-491 -495 299 
573 -223 296 
-223 299 519 
-330 -568 455 
541 344 -238 
-311 -609 405 
-270 -511 -467 
588 -621 596 
556 36 56 
-63 460 201 
-64 159 540 
127 129 -424 
-381 574 -85 
-172 117 -191 
-171 328 -191 
606 -240 228 
16 371 -571 
306 -503 -3 
292 -451 -552 
-489 -58 527 
150 -285 178 
8 69 409 
324 239 144 
364 397 -19 
170 -115 -473 
-205 -359 62 
-192 -532 -121 
-411 603 -633 
92 -173 566 
12 -214 -562 
581 122 -387 
-551 -191 513 
120 322 69 
-434 159 328 
5 103 317 
-271 382 -561 
319 476 144 
79 -157 362 
-189 542 257 
474 -613 487 
-472 -302 -568 
-302 -394 -624 
296 -135 -158 
-482 -284 -560 
377 510 -537 
335 579 120 
563 -349 471 
-59 322 -50 
-331 364 295 
-454 -536 156 
396 -50 542 
487 32 -263 
-66 124 639 
-164 -633 -415 
-416 389 -313 
-230 -271 -346 
195 581 318 
74 355 520 
352 590 -166 
150 352 364 
56 634 -320 
170 -529 -148 
-420 -52 312 
485 48 -202 
-534 -301 -555 
493 535 329 
-180 -595 224 
521 -84 -166 
-108 -64 362 
114 224 220 
-46 352 339 
481 142 -592 
389 522 597 
627 -451 -27 
-441 -363 455 
-467 220 -113 
-456 -384 481 
-293 -214 -106 
414 -591 246 
8 -126 379 
413 219 295 
-488 572 -619 
634 -13 182 
350 -235 -544 
-515 617 -337 
326 -368 304 
-63 443 224 
185 274 -585 
554 507 -229 
-279 -346 -313 
282 -172 -272 
195 -300 455 
72 210 91 
519 102 -146 
-94 99 -456 
38 -467 575 
444 -59 -423 
-638 587 -287 
319 -68 -482 
11 584 -240 
53 228 160 
-609 -609 -622 
392 139 306 
-152 377 630 
275 -301 170 
-176 345 426 
371 393 -126 
-84 10 -47 
-183 -591 260 
463 243 -338 
7 597 -441 
-613 -357 -550 
145 335 409 
-126 -525 -331 
-289 -174 -21 
299 258 79 
219 -516 -223 
329 -598 -370 
195 -386 -428 
-288 -23 -320 
233 -231 477 
125 -131 -441 
-467 42 400 
-529 99 5 
327 -420 -23 
-268 -386 306 
-126 242 -164 
-546 -346 -151 
-635 -404 418 
319 342 275 
393 16 37 
579 92 -207 
353 -155 190 
-503 -31 42 
-238 90 393 
-158 -206 371 
401 350 471 
18 258 -107 
-411 -65 -412 
14 -567 -270 
620 190 159 
144 -599 -168 
480 565 -209 
109 -479 517 
-302 -421 24 
16 224 -268 
345 51 -562 
91 -349 -247 
218 -452 558 
6 -256 630 
233 87 204 
215 -625 147 
-162 -438 596 
-505 513 483 
-615 -148 382 
383 342 -17 
234 -235 259 
204 242 -404 
419 393 307 
304 579 471 
-286 42 -105 
-172 25 227 
328 325 -562 
253 631 -551 
-73 597 -569 
-349 500 -302 
581 342 79 
-88 -108 12 
-337 273 397 
-331 610 476 
-268 142 -591 
450 91 554 
56 -415 -39 
444 134 -146 
208 469 -482 
-1 -586 565 
-508 450 -547 
-551 -482 124 
167 449 563 
-585 -621 -118 
477 95 51 
321 -613 -65 
243 334 -187 
597 -107 -256 
-13 -148 -434 
-548 542 -105 
-205 593 -571 
49 461 -624 
190 507 -347 
533 530 -168 
383 -448 11 
470 -77 -459 
-544 522 259 
37 -21 -359 
219 -52 -70 
383 566 447 
295 -536 16 
-47 -154 122 
145 -289 200 
469 496 16 
365 -191 101 
-532 385 334 
232 282 -39 
114 364 101 
208 71 20 
-137 149 549 
49 228 577 
182 -196 414 
-441 233 200 
-638 -47 -181 
-314 355 521 
-509 -503 18 
190 -162 -58 
-509 603 -119 
-411 325 -534 
469 -635 195 
-58 228 389 
-503 -559 -31 
-164 -108 463 
-552 38 461 
374 -411 -381 
-532 498 317 
374 402 -113 
-625 -607 -3 
6 -366 453 
522 215 -230 
631 -240 -211 
539 145 -555 
-459 601 -174 
-445 -346 197 
518 469 -238 
-417 30 406 
493 436 409 
38 426 144 
484 -625 -440 
260 -205 630 
-529 -217 319 
453 -491 295 
-313 6 317 
493 539 -367 
74 618 -54 
117 76 339 
-46 -538 -314 
484 597 299 
-337 277 -561 
483 409 -337 
138 -247 -223 
-592 116 -280 
185 -528 175 
-199 306 506 
-89 -238 153 
208 -191 498 
322 402 439 
557 138 487 
-158 253 -83 
-151 258 225 
60 257 393 
606 -157 -67 
-21 -67 -271 
588 -553 241 
-505 -366 16 
389 25 72 
-106 327 143 
329 345 159 
343 147 210 
-384 -140 -311 
96 -595 -562 
533 -571 -256 
377 16 -19 
-586 6 506 
-166 264 -625 
539 242 -45 
-46 -231 -211 
14 464 -240 
-422 -546 327 
485 481 447 
-191 348 348 
-544 -262 371 
460 4 -214 
-250 409 -614 
500 365 258 
-83 558 439 
-473 341 -330 
147 -592 -230 
-619 -63 -633 
575 -179 221 
-148 524 492 
-595 -526 79 
110 -31 -207 
-63 -106 418 
-181 -63 -399 
375 -146 122 
-151 -206 -417 
153 -320 145 
504 -141 369 
-512 -459 144 
-415 -193 133 
20 -212 -39 
-192 -578 -548 
114 35 -454 
-84 -255 -564 
-441 49 -475 
-126 432 504 
-381 321 324 
-553 -512 -313 
184 -472 517 
443 -559 201 
-315 362 634 
-26 -176 -82 
234 -320 -126 
462 -223 -202 
7 -594 204 
-17 -3 -411 
-155 419 400 
626 -146 557 
9 -230 -176 
-94 328 56 
-384 60 5 
410 425 327 
-84 -181 -491 
487 -526 72 
-244 138 -278 
-320 477 -171 
56 -285 389 
-251 -445 -288 
-333 -323 617 
450 -441 -473 
397 261 310 
-183 53 -592 
-332 310 410 
9 458 37 
575 120 390 
200 -629 304 
410 587 142 
543 -29 -437 
-230 -347 554 
-437 444 447 
304 -176 8 
-366 239 -320 
-84 469 -1 
-633 577 549 
18 109 -435 
-131 610 590 
-131 184 -465 
57 322 -604 
639 -338 -452 
-301 -376 12 
-512 500 225 
-121 -599 392 
385 2 392 
477 455 -29 
360 -336 450 
474 -368 -423 
-591 500 69 
296 304 -211 
468 -619 -82 
542 95 -46 
-154 580 96 
362 398 -298 
-86 -532 557 
-445 -34 143 
-67 5 487 
-104 326 436 
446 -280 -407 
264 -229 132 
277 541 325 
-459 364 -376 
442 117 -19 
468 463 -171 
606 -162 -456 
-623 -174 -75 
7 246 -211 
-431 406 -214 
-407 593 234 
-17 -338 -191 
593 -633 -551 
-162 630 -613 
541 -21 -262 
378 220 -44 
-412 -173 -173 
481 243 -561 
-613 -237 177 
-45 -26 184 
-203 281 53 
-314 -399 392 
273 -448 -427 
51 201 -356 
185 -529 -473 
401 -552 -508 
-148 -123 224 
-205 -280 -308 
364 -613 -61 
-148 -93 56 
-637 541 501 
295 -107 581 
-616 16 471 
549 -490 11 
62 127 439 
319 -45 132 
-412 476 373 
-526 498 462 
455 352 80 
-40 -387 38 
-429 92 -105 
474 -490 588 
-191 281 -13 
572 -81 -13 
197 295 97 
-367 239 -546 
369 259 -615 
-155 -77 76 
109 393 449 
-411 401 -386 
533 195 517 
-515 481 -285 
-23 -65 -528 
-263 -19 -564 
444 -157 -441 
557 -285 582 
557 -614 325 
227 -189 410 
-633 -181 371 
-349 -347 364 
-380 -268 -152 
9 444 -494 
-43 498 620 
-43 -636 253 
303 15 -340 
-188 -555 -181 
-237 -372 -309 
53 261 631 
186 -3 -191 
470 -585 -615 
-576 210 447 
-84 602 -180 
124 545 -604 
-380 -609 -633 
142 539 -441 
462 477 -287 
364 79 304 
-486 390 -415 
248 160 -173 
48 318 243 
634 129 524 
299 350 -280 
-423 -331 514 
220 580 -86 
-561 281 239 
542 430 257 
554 -230 413 
328 -616 204 
-272 -250 -58 
-550 282 462 
-22 -559 292 
-548 476 507 
601 378 -229 
463 241 110 
